Artikelnummer;Artikelbez. D.;Artikelbez. E.;Bestellnr.;Artikelkat.Code;Produktgrp.Code;Status;Artikel-Land;Preiseinheit;Mengeneinheit;Anzahl VE;WaehrungsKZ;HEK-Monacor;UVP-Monacor;HEK-Monacor-Aen.;UVP-Monacor-Aen.;Brand-Bezeichnung;EAN-Code;Katalogseite;Katalogseite Neu;Gewicht per;Brutto-Gewicht;Netto-Gewicht;Zollcode;Analogartikel;Anz.Umverpackung;Anz.Exportkarton;EuroKZ; 
NC-3FP1;XLR-Einbaubuchse;XLR Chassis Jack;0345410;4;8;STANDARD;LI;0;STUECK;1;;3,7;6,79;0;0;NEUTRIK;4007754099973;C138;;1;0,025;0,024;85366990990;;100;500;Ja;
NC-3FP1B;XLR-Einbaubuchse;XLR Chassis Jack;0345370;4;8;STANDARD;LI;0;STUECK;1;;4,45;7,99;0;0;NEUTRIK;4007754099935;C138;;1;0,026;0,024;85366990990;;100;500;Ja;
NC-3FRX;XLR-Kupplung;XLR Jack;0348290;4;8;STANDARD;LI;0;STUECK;1;;6;10,99;0;0;NEUTRIK;7613187000522;C136;;1;0,053;0,051;85366990990;;50;250;Ja;
NC-3FX;XLR-Kupplung;XLR Jack;0344670;4;8;STANDARD;LI;0;STUECK;1;;3,15;5,79;0;0;NEUTRIK;7613187002991;C136;;1;0,036;0,033;85366990990;;100;500;Ja;
NC-3FXB;XLR-Kupplung;XLR Jack;0345320;4;8;STANDARD;LI;0;STUECK;1;;3,9;7,29;0;0;NEUTRIK;7613187003035;C136;;1;0,036;0,033;85366990990;;100;500;Ja;
NC-3FXBAG;XLR-Kupplung;XLR Jack;0344520;4;8;STANDARD;LI;0;STUECK;1;;3,2;5,99;0;0;NEUTRIK;7613187003042;C136;;1;0,036;0,034;85366990990;;100;500;Ja;
NC-3FXX;XLR-Kupplung;XLR Jack;0347450;4;8;STANDARD;LI;0;STUECK;1;;3,05;5,79;0;0;NEUTRIK;7613187000027;C136;;1;0,038;0,036;85366990990;;100;500;Ja;
NC-3FXXB;XLR-Kupplung;XLR Jack;0347460;4;8;STANDARD;LI;0;STUECK;1;;3,75;6,99;0;0;NEUTRIK;7613187000201;C136;;1;0,036;0,034;85366990990;;100;500;Ja;
NC-3FXXBAG;XLR-Kupplung;XLR Jack;0347470;4;8;STANDARD;LI;0;STUECK;1;;3,1;5,79;0;0;NEUTRIK;7613187000195;C136;;1;0,037;0,034;85366990990;;100;500;Ja;
NC-3MDL1;XLR-Einbaustecker;XLR Plug;0344700;4;8;STANDARD;LI;0;STUECK;1;;3,4;6,29;0;0;NEUTRIK;4007754097207;C138;;1;0,023;0,021;85366990990;;100;500;Ja;
NC-3MDL1BAG;XLR-Einbaustecker;XLR Plug;0344550;4;8;STANDARD;LI;0;STUECK;1;;3,7;6,79;0;0;NEUTRIK;4007754096927;C138;;1;0,022;0,021;85366990990;;100;500;Ja;
NC-3MDLX;XLR-Einbaustecker;XLR Plug;0348040;4;8;STANDARD;LI;0;STUECK;1;;3,15;5,79;0;0;NEUTRIK;4007754198829;C138;;1;0,027;0,026;85366990990;;100;500;Ja;
NC-3MDLXBAG;XLR-Einbaustecker;XLR Plug;0348050;4;8;STANDARD;LI;0;STUECK;1;;3,3;6,29;0;0;NEUTRIK;4007754198843;C138;;1;0,027;0,026;85366990990;;100;500;Ja;
NC-3MDS1B;XLR-Einbaustecker;XLR Plug;0340330;4;8;STANDARD;LI;0;STUECK;1;;5,6;9,99;0;0;NEUTRIK;4007754233841;C138;;1;0,025;0,024;85366990990;;100;500;Nein;
NC-3MP;XLR-Einbaustecker;XLR Chassis Plug;0345390;4;8;STANDARD;LI;0;STUECK;1;;2,75;4,99;0;0;NEUTRIK;4007754099959;C138;;1;0,022;0,021;85366990990;;100;400;Ja;
NC-3MPB;XLR-Einbaustecker;XLR Chassis Plug;0345400;4;8;STANDARD;LI;0;STUECK;1;;3,35;6,29;0;0;NEUTRIK;4007754099966;C138;;1;0,025;0,022;85366990990;;100;400;Ja;
NC-3MRX;XLR-Stecker;XLR Plug;0348300;4;8;STANDARD;LI;0;STUECK;1;;5,2;9,49;0;0;NEUTRIK;7613187000676;C136;;1;0,051;0,049;85366990990;;50;250;Ja;
NC-3MX;XLR-Stecker;XLR Plug;0344680;4;8;STANDARD;LI;0;STUECK;1;;2,7;4,99;0;0;NEUTRIK;7613187003165;C136;;1;0,032;0,028;85366990990;;100;500;Ja;
NC-3MXB;XLR-Stecker;XLR Plug;0345330;4;8;STANDARD;LI;0;STUECK;1;;3,1;5,79;0;0;NEUTRIK;7613187003202;C136;;1;0,033;0,03;85366990990;;100;500;Ja;
NC-3MXBAG;XLR-Stecker;XLR Plug;0344530;4;8;STANDARD;LI;0;STUECK;1;;2,85;5,29;0;0;NEUTRIK;7613187003219;C136;;1;0,033;0,03;85366990990;;100;500;Ja;
NC-3MXX;XLR-Stecker;XLR Plug;0347490;4;8;STANDARD;LI;0;STUECK;1;;2,6;4,79;0;0;NEUTRIK;7613187000379;C136;;1;0,033;0,03;85366990990;;100;500;Ja;
NC-3MXXB;XLR-Stecker;XLR Plug;0347500;4;8;STANDARD;LI;0;STUECK;1;;3;5,79;0;0;NEUTRIK;7613187000362;C136;;1;0,032;0,029;85366990990;;100;500;Ja;
NC-3MXXBAG;XLR-Stecker;XLR Plug;0347510;4;8;STANDARD;LI;0;STUECK;1;;2,75;4,99;0;0;NEUTRIK;7613187000355;C136;;1;0,033;0,03;85366990990;;100;500;Ja;
NC-407/J;XLR-Mike-Kupplung;Microphone Coupling XLR;0344750;4;6;STANDARD;CN;0;STUECK;1;USD;1,7;4,29;0;0;MONACOR;4007754098013;C137;;1;0,022;0,022;85366990990;XLR-803/J;100;500;Nein;
NC-407/P;XLR-Mike-Stecker;Microphone Coupling XLR;0344760;4;6;STANDARD;CN;0;STUECK;1;USD;1,9;4,79;0;0;MONACOR;4007754098020;C137;;1;0,019;0,019;85366990990;XLR-803/P;100;500;Nein;
NC-504/P;XLR-Mike-Stecker;Microphone Plug XLR;0343140;4;6;Y;TW;0;STUECK;1;;0,55;1,29;0;0;MONACOR;4007754045000;609;;1;0,029;0,028;85366990990;XLR-804/P;100;500;Nein;
NC-506/J;XLR-Einbaubuchse;XLR Jack;0343570;4;6;STANDARD;CN;0;STUECK;1;USD;1,95;4,79;0;0;MONACOR;4007754061260;C138;;1;0,033;0,032;85366990990;;100;500;Nein;
NC-506/P;XLR-Einbaustecker;XLR Plug;0343580;4;6;STANDARD;CN;0;STUECK;1;USD;1,75;4,29;0;0;MONACOR;4007754061253;C138;;1;0,023;0,023;85366990990;;100;500;Nein;
NC-507/J;XLR-Mike-Kupplung;Microphone Coupling XLR;0340770;4;6;STANDARD;CN;0;STUECK;1;USD;1,95;4,79;0;0;MONACOR;4007754017885;C137;;1;0,039;0,038;85366990990;XLR-803/J;100;500;Nein;
NC-507/P;XLR-Mike-Stecker;Microphone Plug XLR;0340780;4;6;STANDARD;CN;0;STUECK;1;USD;1,7;4,29;0;0;MONACOR;4007754017908;C137;;1;0,031;0,03;85366990990;XLR-803/P;100;500;Nein;
NC-508/J;XLR-Einbaubuchse;XLR Jack;0340790;4;6;STANDARD;CN;0;STUECK;1;USD;2;4,79;0;0;MONACOR;4007754017922;C138;;1;0,032;0,031;85366990990;;100;500;Nein;
NC-508/P;XLR-Einbaustecker;XLR Plug;0340800;4;6;STANDARD;CN;0;STUECK;1;USD;1,55;3,69;0;0;MONACOR;4007754017953;C138;;1;0,018;0,018;85366990990;;100;500;Nein;
NC-5FDL1;XLR-Einbaubuchse;XLR Jack;0346060;4;8;STANDARD;LI;0;STUECK;1;;7,9;14,49;0;0;NEUTRIK;4007754143010;C139;;1;0,027;0,025;85366990990;;100;500;Ja;
NC-5FX;XLR-Kupplung;XLR Jack;0346000;4;8;STANDARD;LI;0;STUECK;1;;7,1;12,99;0;0;NEUTRIK;7613187003363;C139;;1;0,038;0,035;85366990990;;100;500;Ja;
NC-5MDL1;XLR-Einbaustecker;XLR Plug;0346070;4;8;STANDARD;LI;0;STUECK;1;;6,25;11,49;0;0;NEUTRIK;4007754143034;C139;;1;0,022;0,02;85366990990;;100;500;Ja;
NC-5MX;XLR-Stecker;XLR Plug;0346010;4;8;STANDARD;LI;0;STUECK;1;;5,9;10,99;0;0;NEUTRIK;7613187003394;C139;;1;0,032;0,03;85366990990;;100;500;Ja;
NCA-407/J;XLR-Mike Kupplung;Microphone Coupling XLR;0344770;4;6;STANDARD;CN;0;STUECK;1;USD;2,25;5,49;0;0;MONACOR;4007754098044;C136;;1;0,04;0,039;85366990990;;100;300;Nein;
NCA-407/P;XLR-Mike Stecker;Microphone Plug XLR;0344780;4;6;STANDARD;CN;0;STUECK;1;USD;2,05;4,99;0;0;MONACOR;4007754098051;C136;;1;0,036;0,035;85366990990;;100;300;Nein;
NCJ-5FIS;Combo-Mono-Einbaubuchse;Combo Mono Chassis Jack;0346020;4;8;STANDARD;LI;0;STUECK;1;;2,3;4,29;0;0;NEUTRIK;4007754136746;C139;;1;0,016;0,015;85366990990;;100;500;Ja;
NCJ-6FIS;Combo-Stereo-Einbaubuchse;Combo Stereo Chassis Jack;0346030;4;8;STANDARD;LI;0;STUECK;1;;2,4;4,49;0;0;NEUTRIK;4007754136753;C139;;1;0,016;0,015;85366990990;;100;500;Ja;
NDF-1;Dummy-Plug;Dummy Plug;0348540;4;8;STANDARD;LI;0;STUECK;1;;0,45;0,79;0;0;NEUTRIK;7613187003622;C139;;1;0,0015;0,0015;85366990990;;25;1.000;Ja;
NDJ-1;Dummy-Plug;Dummy Plug;0348550;4;8;STANDARD;LI;0;STUECK;1;;0,45;0,79;0;0;NEUTRIK;7613187003639;C142;;1;0,0011;0,0011;85366990990;;25;1.000;Ja;
NDM-1;Dummy-Plug;Dummy Plug;0348560;4;8;STANDARD;LI;0;STUECK;1;;0,45;0,79;0;0;NEUTRIK;7613187003653;C139;;1;0,0014;0,0014;85366990990;;25;1.000;Ja;
NDR-240/48;Hutschienennetzgeraet;Cap Rail Power Supply;0270260;3;11;AKTIONSARTIKEL;CN;0;STUECK;1;;55;119,9;0;0;ORG.MAKERS BRAND;4007754255584;WWW;;1;0,978;0,9;85044082900;;0;0;Nein;
NE-8FDP;Ethercon-Einbauverbinder;Ethercon Chassis Connector;0346890;4;8;STANDARD;GB;0;STUECK;1;;8,4;15,49;0;0;NEUTRIK;7613187004919;C126;;1;0,027;0,024;85366990990;;50;250;Ja;
NE-8FDPB;Ethercon-Einbauverbinder;Ethercon Chassis Connector;0348750;4;8;STANDARD;GB;0;STUECK;1;;8,65;15,99;0;0;NEUTRIK;7613187004926;C126;;1;0,027;0,024;85366990990;;50;250;Ja;
NE-8FDPR;etherCON Einbaubuchse;etherCON Chassis Jack;0342850;4;8;NEUHEIT;GB;0;STUECK;1;;8,7;15,99;0;0;NEUTRIK;7613187009204;C126;;1;0,029;0,024;85366990990;;50;0;Nein;
NE-8FDVYK;Ethercon-Einbaubuchse;Ethercon Chassis Jack;0346690;4;8;STANDARD;GB;0;STUECK;1;;7,7;13,99;0;0;NEUTRIK;7613187004957;C126;;1;0,026;0,023;85366990990;;50;250;Ja;
NE-8FDXP6;CAT6A Einbaubuchse;CAT6A Chassis Jack;0342840;4;8;NEUHEIT;GB;0;STUECK;1;;12,1;21,9;0;0;NEUTRIK;7613187009242;C126;;1;0,04;0,038;85366990990;;50;0;Nein;
NE-8FDXY6B;CAT6A Einbaubuchse;CAT6A Chassis Jack;0342830;4;8;NEUHEIT;GB;0;STUECK;1;;13,6;24,9;0;0;NEUTRIK;7613187009303;C126;;1;0,042;0,037;85366990990;;50;0;Nein;
NE-8FDYC6;CAT6-Einbaubuchse;CAT6 Chassis Jack;0344070;4;8;STANDARD;GB;0;STUECK;1;;18,6;33,9;0;0;NEUTRIK;7613187003684;C126;;1;0,035;0,032;85366990990;;50;250;Ja;
NE-8FDYC6B;CAT6-Einbaubuchse;CAT6 Chassis Jack;0344080;4;8;STANDARD;GB;0;STUECK;1;;19,5;35,9;0;0;NEUTRIK;7613187003691;C126;;1;0,034;0,031;85366990990;;50;250;Ja;
NE-8MC;Ethercon-Steckergehaeuse;Ethercon Connector Shell;0346700;4;8;STANDARD;LI;0;STUECK;1;;2,65;4,99;0;0;NEUTRIK;7613187003707;C126;;1;0,032;0,029;85366990990;;100;250;Ja;
NE-8MX6;etherCON Steckverbinder;etherCON Connector;0342520;4;8;NEUHEIT;GB;0;STUECK;1;;10,3;18,9;0;0;NEUTRIK;7613187009235;C126;;1;0,042;0,037;85366990990;;50;0;Nein;
NE-8MX6T;etherCON Steckverbinder;etherCON Connector;0342510;4;8;NEUHEIT;GB;0;STUECK;1;;10,3;18,9;0;0;NEUTRIK;7613187009617;C126;;1;0,042;0,039;85366990990;;50;0;Nein;
NEON-5/BL;Flexibler LED-Neon-Schlauch;Flexible LED Neon Tube;0387220;9;62;STANDARD;CN;0;STUECK;1;USD;58;104,9;0;0;MONACOR;4007754245578;C75;;1;0,952;0,9;94054039900;;1;10;Nein;
NEON-5/GN;Flexibler LED-Neon-Schlauch;Flexible LED Neon Tube;0387230;9;62;STANDARD;CN;0;STUECK;1;USD;58;104,9;0;0;MONACOR;4007754245585;C75;;1;0,952;0,9;94054039900;;1;10;Nein;
NEON-5/RT;Flexibler LED-Neon-Schlauch;Flexible LED Neon Tube;0387240;9;62;STANDARD;CN;0;STUECK;1;USD;58;104,9;0;0;MONACOR;4007754245592;C75;;1;0,952;0,9;94054039900;;1;10;Nein;
NEON-5/WWS;Flexibler LED-Neon-Schlauch;Flexible LED Neon Tube;0387250;9;62;STANDARD;CN;0;STUECK;1;USD;58;104,9;0;0;MONACOR;4007754245608;C75;;1;0,952;0,9;94054039900;;1;10;Nein;
NET-1/2N;NET-Lizenz, 2N;NET Licence, 2N;0174900;1;5;STANDARD;CZ;0;STUECK;1;;25,5;34;0;0;ORG.MAKERS BRAND;4007754250138;WWW;;1;0,01;0,01;48211010000;;1;0;Nein;
NET-1/RTP;NET-Lizenz, RTP;NET Licence, RTP;0174890;1;5;STANDARD;CZ;0;STUECK;1;;34;45;0;0;ORG.MAKERS BRAND;4007754250121;WWW;;1;0,01;0,01;48211010000;;1;0;Nein;
NETKIT-1U;NET-ENCODER Montage-Kit;NET-ENCODER Mounting Kit;0174680;1;5;STANDARD;CZ;0;STUECK;1;;34;45;0;0;ORG.MAKERS BRAND;8595159506319;WWW;;1;0,308;0,273;73269098900;;1;1;Nein;
NF-2CB2;High-End Cinch-Stecker;High-end RCA Plug;0345710;4;8;STANDARD;LI;0;PAAR;2;;15,4;27,9;0;0;NEUTRIK;7613187001109;C145;;1;0,056;0,044;85366990990;;50;250;Ja;
NF-2DB0;Cinch-Einbaubuchse;RCA Chassis Jack;0347110;4;8;STANDARD;LI;0;STUECK;1;;3,95;7,29;0;0;NEUTRIK;4007754180749;C146;;1;0,025;0,023;85366990990;;100;500;Ja;
NF-2DB2;Cinch-Einbaubuchse;RCA Chassis Jack;0347120;4;8;STANDARD;LI;0;STUECK;1;;3,95;7,29;0;0;NEUTRIK;4007754180756;C146;;1;0,025;0,023;85366990990;;100;500;Ja;
NF-2DB4;Cinch-Einbaubuchse;RCA Chassis Jack;0348530;4;8;STANDARD;LI;0;STUECK;1;;3,95;7,29;0;0;NEUTRIK;4007754208658;C146;;1;0,024;0,022;85366990990;;100;500;Ja;
NF-32;Duftstoff Vanille;Fragrance Vanilla;0381780;9;13;STANDARD;FR;0;STUECK;1;;5,5;11,99;0;0;IMG -> LEUCHTKRAFT;4007754174687;M106;;1;0,038;0,038;33021090009;;10;0;Ja;
NF-502L;Nebelfluessigkeit;Smoke Fluid;0381820;9;2;STANDARD;FR;0;STUECK;1;;12,9;20,9;0;0;IMG -> LEUCHTKRAFT;4007754174656;M106;;1;5,24;4,88;29053200000;;1;4;Ja;
NF-502SL;Nebelfluessigkeit;Smoke Fluid;0381830;9;2;STANDARD;FR;0;STUECK;1;;15,7;25,9;0;0;LEUCHTKRAFT;4007754174663;M106;;1;5,38;5;29053200000;;1;4;Ja;
NF-62;Duftstoff Fruchtmix;Fragrance Tutti Frutti;0381800;9;13;STANDARD;FR;0;STUECK;1;;5,5;11,99;0;0;IMG -> LEUCHTKRAFT;4007754174700;M106;;1;0,038;0,038;33021090009;;10;0;Ja;
NF-72;Duftstoff Erdbeere;Fragrance Strawberry;0381810;9;13;STANDARD;FR;0;STUECK;1;;5,5;11,99;0;0;IMG -> LEUCHTKRAFT;4007754174717;M106;;1;0,036;0,036;33021090009;;10;0;Ja;
NIMH-2800/4;NIMH-Akkusatz AA;NIMH Accu Set AA;0282420;3;14;STANDARD;CN;0;VE;4;USD;8,9;17,49;0;0;MONACOR;4007754209631;C169;;1;0,124;0,116;85075000900;;25;100;Nein;
NIMH-900R/4;NIMH-Akkusatz AAA;NIMH Accu Set AAA;0282410;3;14;STANDARD;CN;0;VE;4;USD;4,65;8,99;0;0;MONACOR;4007754209624;C169;;1;0,054;0,048;85075000900;;25;100;Nein;
NIMHS-2100;NIMH-Akkumulator;NIMH Battery;0281910;3;14;STANDARD;CN;0;STUECK;1;;2,4;4,79;0;0;PANASONIC;4007754177749;C169;;1;0,027;0,027;85075000900;;1;0;Nein;
NJ-3FC6;Klinkenkupplung;6.3mm Inline Jack;0344740;4;8;STANDARD;LI;0;STUECK;1;;6,1;10,99;0;0;NEUTRIK;4007754097245;C141;;1;0,035;0,033;85366990990;;50;250;Ja;
NJ-3FC6BAG;Klinkenkupplung;6.3mm Inline Jack;0344570;4;8;STANDARD;LI;0;STUECK;1;;6,1;10,99;0;0;NEUTRIK;4007754096965;C141;;1;0,037;0,035;85366990990;;50;250;Ja;
NJ-3FP6C;Klinken-Einbaubuchse;6.3mm Chassis Jack;0344730;4;8;STANDARD;LI;0;STUECK;1;;4,95;8,99;0;0;NEUTRIK;4007754097238;C142;;1;0,028;0,027;85366990990;;100;500;Ja;
NJ-3FP6CBAG;Klinken-Einbaubuchse;6.3mm Chassis Jack;0344560;4;8;STANDARD;LI;0;STUECK;1;;5,4;9,99;0;0;NEUTRIK;4007754096934;C142;;1;0,029;0,027;85366990990;;100;500;Ja;
NL-2FX;Speakon-Stecker;Speakon Plug;0340350;4;8;STANDARD;LI;0;STUECK;1;;2,75;4,99;0;0;NEUTRIK;7613187007606;C134;;1;0,038;0,033;85366990990;;50;250;Ja;
NL-2MP;Speakon-Einbaubuchse;Speakon Jack;0345980;4;8;STANDARD;LI;0;STUECK;1;;1,95;3,59;0;0;NEUTRIK;4007754136692;C135;;1;0,014;0,012;85366990990;;100;500;Ja;
NL-4FC;Speakon-Stecker;Speakon Plug;0344210;4;8;STANDARD;LI;0;STUECK;1;;4,7;8,49;0;0;NEUTRIK;7613187003806;C134;;1;0,042;0,038;85366990990;NL-4FX;50;250;Ja;
NL-4FRX;Speakon-Winkelstecker;Right Angle Speakon Plug;0346550;4;8;STANDARD;LI;0;STUECK;1;;5,2;9,49;0;0;NEUTRIK;7613187000843;C134;;1;0,059;0,055;85366990990;;25;125;Ja;
NL-4FX;Speakon-Stecker;Speakon Plug;0346560;4;8;STANDARD;LI;0;STUECK;1;;3,8;6,99;0;0;NEUTRIK;7613187000034;C134;;1;0,048;0,044;85366990990;;50;250;Ja;
NL-4MMX;Speakon-Verbinder;Speakon Coupler;0346540;4;8;STANDARD;LI;0;STUECK;1;;4,8;8,99;0;0;NEUTRIK;4007754165289;C134;;1;0,023;0,021;85366990990;;25;250;Ja;
NL-4MP;Speakon-Einbaubuchse;Speakon Jack;0344230;4;8;STANDARD;LI;0;STUECK;1;;1,7;3,09;0;0;NEUTRIK;4007754071214;C135;;1;0,015;0,013;85366990990;;100;500;Ja;
NL-4MPR;Speakon-Einbaubuchse;Speakon Jack;0344240;4;8;STANDARD;LI;0;STUECK;1;;2,65;4,99;0;0;NEUTRIK;4007754071221;C135;;1;0,018;0,017;85366990990;;40;200;Ja;
NL-8FC;Speakon-Stecker;Speakon Plug;0344250;4;8;STANDARD;LI;0;STUECK;1;;10,2;18,9;0;0;NEUTRIK;7613187003837;C134;;1;0,07;0,065;85366990990;;25;100;Ja;
NL-8MPR;Speakon-Einbaubuchse;Speakon Jack;0344270;4;8;STANDARD;LI;0;STUECK;1;;7,2;12,99;0;0;NEUTRIK;4007754071252;C135;;1;0,051;0,05;85366990990;;40;200;Ja;
NL-8MPRBAG;Speakon-Einbaubuchse;Speakon Jack;0346440;4;8;STANDARD;LI;0;STUECK;1;;7,5;13,99;0;0;NEUTRIK;4007754159745;C135;;1;0,051;0,049;85366990990;;40;200;Ja;
NL-90;Induktionsschlaufe;Induction Loop;0173090;1;5;STANDARD;TW;0;STUECK;1;USD;18,9;38,9;0;0;MONACOR;4007754212167;E143;;1;0,062;0,056;85177000000;;5;200;Nein;
NLT-4FX;Speakon-Stecker, IP54;Speakon Plug, IP54;0346830;4;8;STANDARD;LI;0;STUECK;1;;10,3;18,9;0;0;NEUTRIK;7613187003868;C134;;1;0,083;0,08;85366990990;;50;200;Ja;
NLT-4MP;Speakon-Einbaubuchse, IP54;Speakon Chassis Jack, IP54;0346860;4;8;STANDARD;LI;0;STUECK;1;;6,05;10,99;0;0;NEUTRIK;4007754173161;C135;;1;0,055;0,053;85366990990;;25;250;Ja;
NLT-4MX;Speakon-Kupplung;Speakon Inline Jack;0346840;4;8;STANDARD;LI;0;STUECK;1;;9,95;17,99;0;0;NEUTRIK;7613187003899;C134;;1;0,077;0,073;85366990990;;50;500;Ja;
NLT-8FX;Speakon-Stecker, IP54;Speakon Plug, IP54;0347530;4;8;AKTIONSARTIKEL;LI;0;STUECK;1;;17,3;31,9;0;0;NEUTRIK;7613187003905;WWW;;1;0,144;0,141;85366990990;;20;100;Ja;
NLT-8MP;Speakon-Einbaubuchse, IP54;Speakon Chassis Jack, IP54;0347540;4;8;AKTIONSARTIKEL;LI;0;STUECK;1;;11,2;20,9;0;0;NEUTRIK;4007754188066;WWW;;1;0,057;0,055;85366990990;;40;200;Ja;
NM-43;Mikrofon-Klemmhalter;Microphone Holder;0235070;8;34;JTS;CN;0;STUECK;1;USD;4,5;9,99;0;0;JTS;4007754194593;J15;;1;0,028;0,021;85181095900;;1;100;Nein;
NP-2C;Mono-Klinkenstecker;6.3mm Mono Plug;0345300;4;8;STANDARD;LI;0;STUECK;1;;2,75;4,99;0;0;NEUTRIK;7613187004025;C140;;1;0,04;0,037;85366990990;;100;500;Ja;
NP-2CBAGP;Mono-Klinkenstecker;6.3mm Mono Plug;0344710;4;8;STANDARD;LI;0;STUECK;1;;2,8;5,29;0;0;NEUTRIK;7613187004049;C140;;1;0,031;0,029;85366990990;;100;500;Ja;
NP-2RX;Mono-Klinkenwinkelstecker;6.3mm Right Angle Mono Plug;0348080;4;8;STANDARD;LI;0;STUECK;1;;2,8;5,29;0;0;NEUTRIK;7613187000850;C140;;1;0,037;0,035;85366990990;;25;250;Ja;
NP-2RXB;Mono-Klinkenwinkelstecker;6.3mm Right Angle Mono Plug;0348090;4;8;STANDARD;LI;0;STUECK;1;;3,1;5,79;0;0;NEUTRIK;7613187000782;C140;;1;0,037;0,035;85366990990;;25;250;Ja;
NP-2X;Mono-Klinkenstecker;6.3mm Mono Plug;0347000;4;8;STANDARD;LI;0;STUECK;1;;2,5;4,79;0;0;NEUTRIK;7613187000737;C140;;1;0,026;0,023;85366990990;;100;500;Ja;
NP-2XBAG;Mono-Klinkenstecker;6.3mm Mono Plug;0346990;4;8;STANDARD;LI;0;STUECK;1;;2,5;4,79;0;0;NEUTRIK;7613187000713;C140;;1;0,026;0,024;85366990990;;100;500;Ja;
NP-2XL;Mono-Klinkenstecker;6.3mm Mono Plug;0348860;4;8;STANDARD;LI;0;STUECK;1;;3,85;7,29;0;0;NEUTRIK;7613187005909;C140;;1;0,042;0,04;85366990990;;100;500;Ja;
NP-2XSILENT;Mono-Klinkenstecker;6.3mm Mono Plug;0348410;4;8;STANDARD;LI;0;STUECK;1;;7,7;13,99;0;0;NEUTRIK;7613187004131;C140;;1;0,025;0,023;85366990990;;100;500;Ja;
NP-3C;Stereo-Klinkenstecker;6.3mm Stereo Plug;0345310;4;8;STANDARD;LI;0;STUECK;1;;3,85;7,29;0;0;NEUTRIK;7613187004193;C140;;1;0,03;0,028;85366990990;;100;500;Ja;
NP-3CBAGP;Stereo-Klinkenstecker;6.3mm Stereo Plug;0344720;4;8;STANDARD;LI;0;STUECK;1;;3,9;7,29;0;0;NEUTRIK;7613187004209;C140;;1;0,03;0,028;85366990990;;100;500;Ja;
NP-3RX;Stereo-Klinkenwinkelstecker;6.3mm Right Angle Stereo Plug;0348060;4;8;STANDARD;LI;0;STUECK;1;;4,75;8,49;0;0;NEUTRIK;7613187000768;C140;;1;0,036;0,034;85366990990;;50;250;Ja;
NP-3RXB;Stereo-Klinkenwinkelstecker;6.3mm Right Angle Stereo Plug;0348070;4;8;STANDARD;LI;0;STUECK;1;;5,35;9,99;0;0;NEUTRIK;7613187000751;C140;;1;0,036;0,034;85366990990;;25;250;Ja;
NP-3X;Stereo-Klinkenstecker;6.3mm Stereo Plug;0347010;4;8;STANDARD;LI;0;STUECK;1;;3,5;6,49;0;0;NEUTRIK;7613187000706;C140;;1;0,025;0,022;85366990990;;100;500;Ja;
NP-3XBAG;Stereo-Klinkenstecker;6.3mm Stereo Plug;0347020;4;8;STANDARD;LI;0;STUECK;1;;3,55;6,79;0;0;NEUTRIK;7613187000683;C140;;1;0,024;0,022;85366990990;;100;500;Ja;
NPA-12/1;Blei-Akkumulator;Lead Battery;0280610;3;14;STANDARD;CN;0;STUECK;1;;19,9;39,9;0;0;PANASONIC;4007754033212;C167;;1;0,55;0,537;85072080900;;1;20;Nein;
NPA-12/12;Blei-Akkumulator;Lead Battery;0281390;3;14;STANDARD;CN;0;STUECK;1;;42;84,9;0;0;PANASONIC;4007754123869;C167;;1;3,75;3,72;85072080900;;1;6;Nein;
NPA-12/17;Blei-Akkumulator;Lead Battery;0280390;3;14;STANDARD;CN;0;STUECK;1;;61;119,9;0;0;PANASONIC;4007754031416;C167;;1;6,14;6,04;85072080900;;1;1;Nein;
NPA-12/2;Blei-Akkumulator;Lead Battery;0280190;3;14;STANDARD;CN;0;STUECK;1;;20,5;42,9;0;0;PANASONIC;4007754018158;C167;;1;0,805;0,786;85072080900;;1;24;Nein;
NPA-12/24;Blei-Akkumulator;Lead Battery;0280400;3;14;STANDARD;CN;0;STUECK;1;;75;149,9;0;0;PANASONIC;4007754031423;C167;;1;8,13;8;85072080900;;1;1;Nein;
NPA-12/270W;Blei-Akkumulator;Lead Battery;0282620;3;14;NEUHEIT;CN;0;STUECK;1;;31;62,9;0;0;PANASONIC;4007754261905;C167;;1;2,53;2,5;85072080900;;1;10;Nein;
NPA-12/3;Blei-Akkumulator;Lead Battery;0280200;3;14;STANDARD;CN;0;STUECK;1;;25,9;52,9;0;0;PANASONIC;4007754018165;C167;;1;1,185;1,162;85072080900;;1;12;Nein;
NPA-12/38;Blei-Akkumulator;Lead Battery;0281190;3;14;STANDARD;CN;0;STUECK;1;;119;235;0;0;PANASONIC;4007754093483;C167;;1;12,94;12,66;85072080900;;1;1;Nein;
NPA-12/65;Blei-Akkumulator;Lead Battery;0281200;3;14;STANDARD;CN;0;STUECK;1;;185;369;0;0;PANASONIC;4007754093490;C167;;1;23,6;23,1;85072080900;;1;1;Nein;
NPA-12/7;Blei-Akkumulator;Lead Battery;0281380;3;14;STANDARD;CN;0;STUECK;1;;20,5;42,9;0;0;PANASONIC;4007754123852;C167;;1;2,54;2,54;85072080900;;1;10;Nein;
